"Region","Major RGI region","Mountain range region","Country","Glacier","RGI glacier ID","RGI glacier Area","Lake name","Lake type","Longitude","Latitude","River","Date","Min. date","Max. date","Outburst mechanism","Mean lake volume","Min. lake volume","Max. lake volume","Lake volume determination method","Mean flood volume","Min. flood volume","Max. flood volume","Flood volume determination method","Peak discharge","Min. peak discharge","Max. peak discharge","Peak discharge determination method","Impact and destruction","Reported impacts (categorized)","Occurrence of economic losses","Damage to buildings","Damage to bridges","Damage to roads or paths","Damage to railroads","Damage to utilities","Damage to flood protection measures","Damage to the environment","Resettlement","Reported fatalities","Further comments","Year of First Reference Found","References","Reference comments","Lake area before","Perimeter before","Image date before","Satellite before","Scenename before","Certainty level before","Lake area after","Image date after","Perimeter after","Satellite after","Scenename after","Certainty level after","Lake area comments"
"Andes","Low Latitudes","Low-latitude Andes","Peru","Palcaraju","RGI60-16.02263","6.279","Broggi, J. A. (1942). Informe preliminar sobre la exploracion y estudio de las condiciones de estabilidad de las lagunas de la Cordillera Blanca. ELECTROPERU SA, Lima (Peru). & Oppenheim, V. (1946). Sobre las lagunas de Huaráz. Boletín de la Sociedad geológica del Perú, 19, 68-80. & Zapata L, M. (2002). La dinamica glaciar en lagunas de la Cordillera Blanca. Acta Montana, 123, 37-60. CITED IN Emmer, A. (2017). Geomorphologically effective floods from moraine-dammed lakes in the Cordillera Blanca, Peru. Quaternary Science Reviews, 177, 220-234.; Emmer, A., Wood, J. L., Cook, S. J., Harrison, S., Wilson, R., Diaz-Moreno, A., ... & Poma, C. (2021). 160 glacial lake outburst floods (GLOFs) across the Tropical Andes since the Little Ice Age. Global and Planetary Change, 103722.","moraine","-77.377996","-9.394384","","1941-12-13","","","breach","","","","","","","","","","","","","","","","","","","","","","","","","partial drainage; triggers: calving and ice / ice rock avalanches, ice dam failures","1942","Broggi, J. A. (1942). Informe preliminar sobre la exploracion y estudio de las condiciones de estabilidad de las lagunas de la Cordillera Blanca. ELECTROPERU SA, Lima (Peru). & Oppenheim, V. (1946). Sobre las lagunas de Huaráz. Boletín de la Sociedad geológica del Perú, 19, 68-80. & Zapata L, M. (2002). La dinamica glaciar en lagunas de la Cordillera Blanca. Acta Montana, 123, 37-60. CITED IN Emmer, A. (2017). Geomorphologically effective floods from moraine-dammed lakes in the Cordillera Blanca, Peru. Quaternary Science Reviews, 177, 220-234.; Emmer, A., Wood, J. L., Cook, S. J., Harrison, S., Wilson, R., Diaz-Moreno, A., ... & Poma, C. (2021). 160 glacial lake outburst floods (GLOFs) across the Tropical Andes since the Little Ice Age. Global and Planetary Change, 103722.","","","","","","","","","","","","","",""
"Andes","Low Latitudes","Low-latitude Andes","Peru","RGI60-16.00332","RGI60-16.00332","3,080","","moraine","-72.07684115","-13.22302644","","1942","","","","","","","","","","","","","","","","","","","","","","","","","","","","complete drainage","2010","INGEMMET (2010) CITED IN Emmer, A., Wood, J. L., Cook, S. J., Harrison, S., Wilson, R., Diaz-Moreno, A., ... & Poma, C. (2021). 160 glacial lake outburst floods (GLOFs) across the Tropical Andes since the Little Ice Age. Global and Planetary Change, 103722.","","","","","","","","","","","","","",""
"Andes","Southern Andes","Patagonia","Chile","Colonia Glacier","RGI60-17.15859","287.961","Lago Arco","ice","-73.256578","-47.28773","Río Baker","1942","","","subglacial","","","","","","","","","","","","","","","","","","","","","","","","","","1980","Tanaka, K. (1980). Geographical Contribution to a Periglacial Study of the Hielo Patagónicao Norte with Special Reference to the Glacial Outburst Originated from Glacier-dammed Lago Arco, Chilean Patagonia.","","","","","","","","","","","","","",""
"Andes","Southern Andes","Patagonia","Argentina","Gl. Perito Moreno","RGI60-17.00312","263.322","Lago Argentino","ice","-72.98","-50.5","Santa Cruz","1942","","","tunneling and collapse","","","","","","","","","","","","","","","","","","","","","","","","","","1994","Warren, C. R. (1994). Freshwater calving and anomalous glacier oscillations: recent behaviour of Moreno and Ameghino Glaciers, Patagonia. The Holocene, 4(4), 422-429.; Guerrido, C. M., Villalba, R., & Rojas, F. (2014). Documentary and tree-ring evidence for a long-term interval without ice impoundments from Glaciar Perito Moreno, Patagonia, Argentina. The Holocene, 24(12), 1686-1693.","","","","","","","","","","","","","",""
"Andes","Southern Andes","C Andes","Argentina","Frías","RGI60-17.12375","7.339","","moraine","-71.8","-41.1333333333332","","","1942","1953","","","","","","","","","","","","","","No damages reported","","","","","","","","","","","","Complete lake emptying. Event occurred far from populated areas, no damages reported.","1979","Rabassa, J., Rubulis, S., & Suárez, J. (1979). Rate of formation and sedimentology of (1976–1978) push-moraines, Frías Glacier, Mount Tronador (41 10′ S; 71 53′ W), Argentina. In Moraines and varves (pp. 65-79). Balkema Rotterdam. CITED IN Iribarren Anacona, P., Mackintosh, A., & Norton, K. P. (2015). Hazardous processes and events from glacier and permafrost areas: lessons from the Chilean and Argentinean Andes. Earth Surface Processes and Landforms, 40(1), 2-21.","","","","","","","","","","","","","",""
"Andes","Southern Andes","Patagonia","Chile","Colonia Glacier","RGI60-17.15859","287.961","Lago Arco","ice","-73.256578","-47.28773","Río Baker","1943","","","subglacial","","","","","","","","","","","","","","","","","","","","","","","","","","1980","Tanaka, K. (1980). Geographical Contribution to a Periglacial Study of the Hielo Patagónicao Norte with Special Reference to the Glacial Outburst Originated from Glacier-dammed Lago Arco, Chilean Patagonia.","","","","","","","","","","","","","",""
"Andes","Southern Andes","Patagonia","Chile","Colonia Glacier","RGI60-17.15859","287.961","Lago Arco","ice","-73.256578","-47.28773","Río Baker","1944","","","subglacial","","","","","","","","","","","","","","","","","","","","","","","","","","1980","Tanaka, K. (1980). Geographical Contribution to a Periglacial Study of the Hielo Patagónicao Norte with Special Reference to the Glacial Outburst Originated from Glacier-dammed Lago Arco, Chilean Patagonia.","","","","","","","","","","","","","",""
"Andes","Southern Andes","Patagonia","Chile","Lucia Glacier","RGI60-17.06008","164,109","Bergues Lake","moraine","-73.280522","-48.323889","Pascua","1945","","","","","","","","256","","","unknown","","","","","","","","","","","","","","","","","","2021","Piret, L., Bertrand, S., Nguyen, N., Hawkings, J., Rodrigo, C., & Wadham, J. (2021). Long-lasting impacts of a glacial lake outburst flood on the hydrology of a fjord-river system (Pascua River, Chilean Patagonia), EGU General Assembly 2021, online, 19–30 Apr 2021, EGU21-4193, https://doi.org/10.5194/egusphere-egu21-4193.","","","","","","","","","","","","","",""
"Andes","Southern Andes","Patagonia","Chile","Colonia Glacier","RGI60-17.15859","287.961","Lago Arco","ice","-73.256578","-47.28773","Río Baker","1945","","","subglacial","","","","","","","","","","","","","","","","","","","","","","","","","","1980","Tanaka, K. (1980). Geographical Contribution to a Periglacial Study of the Hielo Patagónicao Norte with Special Reference to the Glacial Outburst Originated from Glacier-dammed Lago Arco, Chilean Patagonia.","","","","","","","","","","","","","",""
"Andes","Low Latitudes","Low-latitude Andes","Peru","RGI60-16.02457","RGI60-16.02457","4.473","Chacrucocha","moraine","-77.645278","-8.990833","","1945","","","breach","","","","","0.3","","","unknown","","","","","","","","","","","","","","","","","complete drainage","1977","Lliboutry, L., Arnao, B. M., Pautre, A., & Schneider, B. (1977). Glaciological problems set by the control of dangerous lakes in Cordillera Blanca, Peru. I. Historical failures of morainic dams, their causes and prevention. Journal of Glaciology, 18(79), 239-254. & O'Connor, J. E., Hardison, J. H., & Costa, J. E. (2001). Debris flows from failures of Neoglacial-age moraine dams in the Three Sisters and Mount Jefferson Wilderness areas, Oregon (No. 1606). US Department of the Interior, US Geological Survey. CITED IN Emmer, A. (2017). Geomorphologically effective floods from moraine-dammed lakes in the Cordillera Blanca, Peru. Quaternary Science Reviews, 177, 220-234.; Emmer, A., Wood, J. L., Cook, S. J., Harrison, S., Wilson, R., Diaz-Moreno, A., ... & Poma, C. (2021). 160 glacial lake outburst floods (GLOFs) across the Tropical Andes since the Little Ice Age. Global and Planetary Change, 103722.","","","","","","","","","","","","","",""
"Andes","Low Latitudes","Low-latitude Andes","Peru","Huantsan","RGI60-16.02260","2.769","Ayhuinyaraju","moraine","-77.286389","-9.514722","","1945-01-17","","","breach","","","","","","","","","","","","","","","","","","","","","","","","","complete drainage; triggers: landslides, rockfalls and debris flows","1947","Indacochea, G., Angel, J., & Mariano Iberico, M. (1947). Aluvionamiento de Chavín de Huantar el 17 de Enero de 1945. Boletin de la Sociedad Geologica del Peru, 20, 21-28. & Spann, H. J. (1947). Informe sobre el origen de la catástrofe de Chavín de Huantar. Boletin de la Sociedad Geologica del Peru, 20, 29-33. & Zapata L, M. (2002). La dinamica glaciar en lagunas de la Cordillera Blanca. Acta Montana, 123, 37-60. & UGRH (2013). Registro historico de aluviones y avalanchas. Autoridad Nacional del Agua (ANA), Unidad de Glaciología y Recursos Hídricos (UGRH), Huaraz (Peru). CITED IN Emmer, A. (2017). Geomorphologically effective floods from moraine-dammed lakes in the Cordillera Blanca, Peru. Quaternary Science Reviews, 177, 220-234.; Emmer, A., Wood, J. L., Cook, S. J., Harrison, S., Wilson, R., Diaz-Moreno, A., ... & Poma, C. (2021). 160 glacial lake outburst floods (GLOFs) across the Tropical Andes since the Little Ice Age. Global and Planetary Change, 103722.","","","","","","","","","","","","","",""
"Andes","Southern Andes","Patagonia","Chile","Colonia Glacier","RGI60-17.15859","287.961","Lago Arco","ice","-73.256578","-47.28773","Río Baker","1946","","","subglacial","","","","","","","","","","","","","","","","","","","","","","","","","","1980","Tanaka, K. (1980). Geographical Contribution to a Periglacial Study of the Hielo Patagónicao Norte with Special Reference to the Glacial Outburst Originated from Glacier-dammed Lago Arco, Chilean Patagonia.","","","","","","","","","","","","","",""
"Andes","Southern Andes","Patagonia","Chile","Hernando Lamero","RGI60-17.04837","76.817","","ice","-73.554068","-51.310282","","1946","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2015","Iribarren Anacona, P., Mackintosh, A., & Norton, K. P. (2015). Hazardous processes and events from glacier and permafrost areas: lessons from the Chilean and Argentinean Andes. Earth Surface Processes and Landforms, 40(1), 2-21.","","","","","","","","","","","","","",""
"Andes","Southern Andes","Patagonia","Chile","Colonia Glacier","RGI60-17.15859","287.961","Lago Arco","ice","-73.256578","-47.28773","Río Baker","1947","","","subglacial","","","","","","","","","","","","","","","","","","","","","","","","","","1980","Tanaka, K. (1980). Geographical Contribution to a Periglacial Study of the Hielo Patagónicao Norte with Special Reference to the Glacial Outburst Originated from Glacier-dammed Lago Arco, Chilean Patagonia.","","","","","","","","","","","","","",""
"Andes","Southern Andes","Patagonia","Argentina","Gl. Perito Moreno","RGI60-17.00312","263.322","Lago Argentino","ice","-72.98","-50.5","Santa Cruz","1947","","","tunneling and collapse","","","","","","","","","","","","","","","","","","","","","","","","","","1994","Warren, C. R. (1994). Freshwater calving and anomalous glacier oscillations: recent behaviour of Moreno and Ameghino Glaciers, Patagonia. The Holocene, 4(4), 422-429.; Guerrido, C. M., Villalba, R., & Rojas, F. (2014). Documentary and tree-ring evidence for a long-term interval without ice impoundments from Glaciar Perito Moreno, Patagonia, Argentina. The Holocene, 24(12), 1686-1693.","","","","","","","","","","","","","",""
"Andes","Low Latitudes","Low-latitude Andes","Peru","RGI60-16.02207","RGI60-16.02207","6,606","","moraine","-77.35712889","-9.4931159","","","","1948","breach","","","","","","","","","","","","","","","","","","","","","","","","","partial drainage","2021","Emmer, A., Wood, J. L., Cook, S. J., Harrison, S., Wilson, R., Diaz-Moreno, A., ... & Poma, C. (2021). 160 glacial lake outburst floods (GLOFs) across the Tropical Andes since the Little Ice Age. Global and Planetary Change, 103722.","","","","","","","","","","","","","",""
"Andes","Low Latitudes","Low-latitude Andes","Peru","RGI60-16.02197","RGI60-16.02197","1,464","","moraine","-77.35394849","-9.41078674","","","","1948","breach","","","","","","","","","","","","","","","","","","","","","","","","","partial drainage","2021","Emmer, A., Wood, J. L., Cook, S. J., Harrison, S., Wilson, R., Diaz-Moreno, A., ... & Poma, C. (2021). 160 glacial lake outburst floods (GLOFs) across the Tropical Andes since the Little Ice Age. Global and Planetary Change, 103722.","","","","","","","","","","","","","",""
"Andes","Low Latitudes","Low-latitude Andes","Peru","RGI60-16.02262","RGI60-16.02262","4,231","","moraine","-77.29156605","-9.3841444","","","","1948","breach","","","","","","","","","","","","","","","","","","","","","","","","","partial drainage","2021","Emmer, A., Wood, J. L., Cook, S. J., Harrison, S., Wilson, R., Diaz-Moreno, A., ... & Poma, C. (2021). 160 glacial lake outburst floods (GLOFs) across the Tropical Andes since the Little Ice Age. Global and Planetary Change, 103722.","","","","","","","","","","","","","",""
"Andes","Low Latitudes","Low-latitude Andes","Peru","RGI60-16.02457","RGI60-16.02457","4,473","","moraine","-77.64269628","-8.98733321","","","","1948","overtopping","","","","","","","","","","","","","","","","","","","","","","","","","partial drainage","2021","Emmer, A., Wood, J. L., Cook, S. J., Harrison, S., Wilson, R., Diaz-Moreno, A., ... & Poma, C. (2021). 160 glacial lake outburst floods (GLOFs) across the Tropical Andes since the Little Ice Age. Global and Planetary Change, 103722.","","","","","","","","","","","","","",""
"Andes","Low Latitudes","Low-latitude Andes","Peru","RGI60-16.02452","RGI60-16.02452","0,413","","moraine","-77.69301467","-8.98901815","","","","1948","overtopping","","","","","","","","","","","","","","","","","","","","","","","","","complete drainage","2021","Emmer, A., Wood, J. L., Cook, S. J., Harrison, S., Wilson, R., Diaz-Moreno, A., ... & Poma, C. (2021). 160 glacial lake outburst floods (GLOFs) across the Tropical Andes since the Little Ice Age. Global and Planetary Change, 103722.","","","","","","","","","","","","","",""
"Andes","Low Latitudes","Low-latitude Andes","Peru","RGI60-16.02448","RGI60-16.02448","0,528","","moraine","-77.68146479","-8.98091211","","","","1948","overtopping","","","","","","","","","","","","","","","","","","","","","","","","","complete drainage","2021","Emmer, A., Wood, J. L., Cook, S. J., Harrison, S., Wilson, R., Diaz-Moreno, A., ... & Poma, C. (2021). 160 glacial lake outburst floods (GLOFs) across the Tropical Andes since the Little Ice Age. Global and Planetary Change, 103722.","","","","","","","","","","","","","",""
"Andes","Low Latitudes","Low-latitude Andes","Peru","RGI60-16.02309","RGI60-16.02309","1,744","","moraine","-77.49436664","-9.19726316","","","","1948","breach","","","","","","","","","","","","","","","","","","","","","","","","","partial drainage","2021","Emmer, A., Wood, J. L., Cook, S. J., Harrison, S., Wilson, R., Diaz-Moreno, A., ... & Poma, C. (2021). 160 glacial lake outburst floods (GLOFs) across the Tropical Andes since the Little Ice Age. Global and Planetary Change, 103722.","","","","","","","","","","","","","",""
"Andes","Low Latitudes","Low-latitude Andes","Peru","RGI60-16.02183","RGI60-16.02183","1,789","","moraine","-77.32095358","-9.44667471","","","","1948","overtopping","","","","","","","","","","","","","","","","","","","","","","","","","partial drainage","2021","Emmer, A., Wood, J. L., Cook, S. J., Harrison, S., Wilson, R., Diaz-Moreno, A., ... & Poma, C. (2021). 160 glacial lake outburst floods (GLOFs) across the Tropical Andes since the Little Ice Age. Global and Planetary Change, 103722.","","","","","","","","","","","","","",""
